transaction_id,sender,receiver,amount,payment_type,status,timestamp,is_fraud,hour,day_of_week,is_weekend,is_late_night,is_large_amount,amount_zscore,payment_type_encoded,anomaly_score,is_anomaly
TXN5091,Richard Howard,Patricia Smith,1.0,batch,completed,2026-08-01 04:41:51.524120,0,4,5,1,1,0,-1.824712323679378,0,-1,True
TXN4864,Kyle Parker,Kayla Martin,616.17,batch,completed,2026-08-06 07:40:29.204270,0,7,3,0,0,0,-1.4041715536395603,0,1,False
TXN88775,Matthew Tyler PhD,Valerie Long,2598.47,batch,completed,2026-08-01 07:18:45.835649,0,7,5,1,0,0,-0.04903725182066397,0,1,False
TXN97809,Sarah Potts,Travis Rivera,3040.97,batch,completed,2026-08-02 01:10:20.739021,0,1,6,1,1,0,0.25346334271843796,0,1,False
TXN72447,Alicia Espinoza,Nicholas White,4102.14,batch,completed,2026-08-03 05:51:29.619088,0,5,0,0,1,0,0.9788973673671587,0,1,False
TXN94261,Amber Peterson,Gary Phelps,5234.38,batch,completed,2026-08-06 07:05:33.567914,0,7,3,0,0,1,1.7529160637760912,0,-1,True
TXN90514,Nicholas Flores,James Luna,4581.35,batch,completed,2026-08-04 19:58:05.971064,0,19,1,0,0,0,1.3064935479526572,0,1,False
TXN21493,Terri Cox,Lauren Gutierrez,2730.76,batch,completed,2026-08-04 16:43:08.793073,0,16,1,0,0,0,0.04139846264617879,0,1,False
TXN96147,Jennifer Pierce,William Smith,1658.35,real-time,completed,2026-08-02 00:36:24.926940,0,0,6,1,1,0,-0.6917194189124164,1,-1,True
TXN19059,Anthony Black,Maria Bennett,6174.07,real-time,completed,2026-08-05 19:50:19.197479,0,19,2,0,0,1,2.3953042754878395,1,-1,True
TXN71348,Charles King,Taylor Cooper,2654.87,batch,completed,2026-08-04 14:15:00.885486,0,14,1,0,0,0,-0.010481243838730918,0,1,False
TXN36741,Jennifer Vargas,Timothy Cox,3676.33,batch,completed,2026-08-03 02:48:37.406737,0,2,0,0,1,0,0.6878063432751924,0,1,False
TXN73906,Mary Conrad,Michael Gregory,3393.71,real-time,completed,2026-08-05 19:03:12.673328,0,19,2,0,0,0,0.49460246072459135,1,1,False
TXN89966,Kristi Gross,Catherine Dixon,2125.27,batch,completed,2026-08-02 21:45:26.210678,0,21,6,1,0,0,-0.3725248932577328,0,1,False
TXN39009,Tracy Williams,John Williams,1762.23,batch,completed,2026-08-02 14:33:29.576096,0,14,6,1,0,0,-0.6207052680407285,0,1,False
TXN96735,Andrew Sutton,Dawn Watkins,1488.15,batch,completed,2026-08-03 02:27:26.115066,0,2,0,0,1,0,-0.8080710600210155,0,1,False
TXN6464,George Glass,Albert Schultz,3540.65,batch,completed,2026-08-04 04:14:55.327642,0,4,1,0,1,0,0.5950531666264572,0,1,False
TXN40173,Angel Mata,Scott Roth,4344.97,batch,completed,2026-08-03 03:09:13.580997,0,3,0,0,1,0,1.1449001230099385,0,1,False
TXN78962,Anthony Simmons,Christian Knight,3449.6,real-time,completed,2026-08-03 23:37:40.729632,0,23,0,0,0,0,0.5328098239534961,1,1,False
TXN88029,David Johnson,Angela Wheeler,1.0,batch,completed,2026-08-03 18:00:30.224037,0,18,0,0,0,0,-1.824712323679378,0,1,False
TXN99631,Anthony Allen,Cheryl Hall,1226.7,batch,completed,2026-08-02 00:22:35.975978,0,0,6,1,1,0,-0.9868027672351357,0,-1,True
TXN77324,Alicia Jones,Julie Smith,1.0,real-time,completed,2026-08-03 02:09:12.749997,0,2,0,0,1,0,-1.824712323679378,1,-1,True
TXN77573,Jesus Thompson,Brittany Sanders MD,2186.19,real-time,completed,2026-08-03 01:24:44.457635,0,1,0,0,1,0,-0.33087893569994276,1,1,False
TXN57019,Christian Deleon,Wendy Hartman,3302.39,batch,completed,2026-08-05 23:42:59.989276,0,23,2,0,0,0,0.4321745414176742,0,1,False
TXN32127,Tiffany Crosby,Jeffrey Keller,4345.23,real-time,failed,2026-08-06 04:16:26.625020,0,4,3,0,1,0,1.1450778634722663,1,1,False
TXN75508,Cheyenne Brown,Rachael Gomez,2666.04,batch,completed,2026-08-04 13:44:45.419069,0,13,1,0,0,0,-0.002845240130252295,0,1,False
TXN32903,Stephanie Sanchez,Barbara Hill,225.12,batch,completed,2026-08-06 06:05:01.531200,0,6,3,0,0,0,-1.6715000451525905,0,1,False
TXN58146,Kaitlyn Jones,Heather Dominguez,3679.82,real-time,completed,2026-08-06 05:14:01.244934,0,5,3,0,1,0,0.6901921671733653,1,1,False
TXN52572,Jamie Boyle,Jessica Tran,1098.16,batch,completed,2026-08-03 12:38:00.677780,0,12,0,0,0,0,-1.0746749173414774,0,1,False
TXN84235,Karen Myers,Andrew Stevens,3200.1,batch,completed,2026-08-05 07:55:42.756926,0,7,2,0,0,0,0.36224734183483864,0,1,False
TXN41072,Timothy Bartlett,Annette Reyes,5456.83,batch,completed,2026-08-05 06:00:37.828944,0,6,2,0,0,1,1.9049867016410025,0,-1,True
TXN96215,David Marsh,Anthony Pope,1835.1,batch,completed,2026-08-02 23:36:59.061117,0,23,6,1,0,0,-0.5708900853874757,0,1,False
TXN46102,Gabriella Adkins,Samuel Lopez,4168.86,batch,completed,2026-08-03 21:56:54.113125,0,21,0,0,0,0,1.0245083044691896,0,1,False
TXN32563,Debbie Jordan,Christopher Walker,3583.59,batch,completed,2026-08-05 19:33:28.168643,0,19,2,0,0,0,0.6244076875970992,0,1,False
TXN20328,Alyssa Mcdonald,Robert Davis,4319.7,batch,completed,2026-08-01 19:41:59.714464,0,19,5,1,0,0,1.1276251173059764,0,1,False
TXN38725,Courtney Webster,Candice Perez,998.53,batch,completed,2026-08-05 16:42:33.482401,0,16,2,0,0,0,-1.1427836952712644,0,1,False
TXN61409,Carlos Nguyen,Anthony Smith,1830.25,real-time,completed,2026-08-05 03:43:32.638186,0,3,2,0,1,0,-0.5742056286270567,1,1,False
TXN16752,Sarah Miles,Lauren Rodriguez,4344.39,batch,completed,2026-08-05 16:33:32.573427,0,16,2,0,0,0,1.1445036250555145,0,1,False
TXN21784,Robert Scott,Vanessa Jacobs,2157.11,batch,completed,2026-08-02 21:02:49.864824,0,21,6,1,0,0,-0.3507585227941734,0,1,False
TXN20112,James Sims,Teresa Martinez,2877.45,batch,completed,2026-08-02 00:01:32.420007,0,0,6,1,1,0,0.14167826425734428,0,1,False
TXN20685,Daniel Patterson,Crystal Hughes,3773.7,batch,pending,2026-08-06 02:06:47.531595,0,2,3,0,1,0,0.7543701464170507,0,1,False
TXN85223,Latasha Robles,William Davis,2699.63,batch,completed,2026-08-01 10:22:08.477907,0,10,5,1,0,0,0.02011746036820754,0,1,False
TXN60844,Courtney Michael,Taylor Walker,1209.56,batch,completed,2026-08-04 21:48:43.836064,0,21,1,0,0,0,-0.9985199654055318,0,1,False
TXN23971,Mary Sanford,Paula Koch,3566.07,real-time,completed,2026-08-02 11:04:43.365174,0,11,6,1,0,0,0.6124307149048391,1,1,False
TXN61507,Donna Barton,Lori Reeves,1721.96,batch,completed,2026-08-01 21:53:55.612107,0,21,5,1,0,0,-0.6482345311866937,0,1,False
TXN26463,Kyle Melendez,Elizabeth Cooper,1724.54,real-time,completed,2026-08-04 15:45:44.864829,0,15,1,0,0,0,-0.6464707989066691,1,1,False
TXN1003,Joan Barrett,Barbara Allison,2731.45,batch,completed,2026-08-02 04:22:33.983778,0,4,6,1,1,0,0.04187015848851067,0,1,False
TXN63735,Linda Clay,Diane Hale,1840.6,batch,completed,2026-08-05 21:38:00.917050,0,21,2,0,0,0,-0.5671301909920744,0,1,False
TXN9711,Terry Moore,Jasmine Carter,1071.62,batch,completed,2026-08-06 00:58:01.929823,0,0,3,0,1,0,-1.0928181168421955,0,1,False
TXN82049,Patrick Thompson,Karen Brooks,2731.07,batch,completed,2026-08-02 09:47:09.004962,0,9,6,1,0,0,0.04161038396664682,0,1,False
TXN44855,Julie Juarez,Timothy Hernandez,3664.89,real-time,completed,2026-08-05 17:30:48.112324,0,17,2,0,0,0,0.6799857629327577,1,1,False
TXN5146,Steve Davis,Kathryn Schwartz,2827.22,batch,completed,2026-08-05 08:47:53.770529,0,8,2,0,0,0,0.10734017416988871,0,1,False
TXN56441,Stephanie Ruiz,Kimberly Castro,4920.28,batch,completed,2026-08-06 12:36:27.804974,0,12,3,0,0,0,1.5381919129405388,0,1,False
TXN1703,Louis May,Alexis Wilson PhD,3594.08,real-time,completed,2026-08-05 15:42:14.016905,0,15,2,0,0,0,0.6315788316348734,1,1,False
TXN5546,Diane Meyers,Dennis Fitzgerald,135.25,batch,pending,2026-08-02 21:47:47.215571,0,21,6,1,0,0,-1.732936719573447,0,-1,True
TXN96245,Mario Wagner,Tyler Robbins,2959.3,batch,completed,2026-08-04 07:31:21.464383,0,7,1,0,0,0,0.1976323290325434,0,1,False
TXN73531,Jay Jackson,Craig Brown,453.34,real-time,completed,2026-08-01 07:03:02.713700,0,7,5,1,0,0,-1.5154849362583218,1,-1,True
TXN58406,Tammy Murphy,Stephen Jones,3189.11,real-time,completed,2026-08-05 05:04:21.315239,0,5,2,0,1,0,0.3547343892156643,1,1,False
TXN33483,Caitlin Brown,John James,2086.16,batch,completed,2026-08-01 09:36:19.421818,0,9,5,1,0,0,-0.39926116049484994,0,1,False
TXN27321,Jason White,Olivia Hernandez,571.48,batch,pending,2026-08-03 00:35:41.620566,0,0,0,0,1,0,-1.4347224046451026,0,-1,True
TXN7721,Michael Williams,Mark Jackson,2383.94,batch,completed,2026-08-02 16:01:48.702147,0,16,6,1,0,0,-0.1956936417561972,0,1,False
TXN75844,Amanda Doyle,Larry Wilkerson,2009.58,real-time,completed,2026-08-06 11:55:35.789625,0,11,3,0,0,0,-0.4516125628220915,1,1,False
TXN14145,Roy Clark,Gary Jackson PhD,663.21,batch,completed,2026-08-01 03:04:43.103596,0,3,5,1,1,0,-1.3720142023014374,0,1,False
TXN55896,Joe Smith,Nicole Price,1751.31,batch,completed,2026-08-06 00:02:20.668654,0,0,3,0,1,0,-0.628170367458507,0,1,False
TXN64209,Justin Tate,Russell Cox,4861.82,batch,completed,2026-08-05 07:45:27.888832,0,7,2,0,0,0,1.4982276536032373,0,1,False
TXN40947,Caleb Harris,Shannon Case,4919.87,batch,completed,2026-08-04 13:30:48.240561,0,13,1,0,0,0,1.5379116299037907,0,1,False
TXN16640,Jason Williams,Brian Zamora,3466.5,batch,completed,2026-08-04 03:23:54.216537,0,3,1,0,1,0,0.54436295400482,0,1,False
TXN51740,Amanda Marks,Katherine Williams,745.09,real-time,completed,2026-08-04 02:45:40.820083,0,2,1,0,1,0,-1.3160396290113545,1,1,False
TXN55004,Beverly Snow,Sheila Thompson,458.95,batch,completed,2026-08-01 23:01:08.012325,0,23,5,1,0,0,-1.5116498439750128,0,-1,True
TXN69615,Alice Lewis,Matthew Huff,5656.04,real-time,completed,2026-08-02 00:44:46.761928,0,0,6,1,1,1,2.0411700766424365,1,-1,True
TXN91498,Phyllis Rodriguez,Rebecca Wolfe,2764.29,batch,completed,2026-08-03 00:29:39.099154,0,0,0,0,1,0,0.06432014611487033,0,1,False
TXN81768,Brian Weiss,Mr. Alex Hamilton DDS,5885.09,real-time,completed,2026-08-02 05:09:57.614561,0,5,6,1,1,1,2.1977525877818294,1,-1,True
TXN83283,Jackson Campbell,Kathleen Washington,4648.07,batch,completed,2026-08-06 05:20:36.973102,0,5,3,0,1,0,1.352104485054688,0,1,False
TXN78050,William Padilla,Sheri Marshall,446.79,batch,completed,2026-08-06 00:18:07.947008,0,0,3,0,1,0,-1.5199626286746635,0,-1,True
TXN33962,Tonya Ross,Donna Wagner,2229.89,batch,completed,2026-08-02 23:48:05.618415,0,23,6,1,0,0,-0.30100486568557283,0,1,False
TXN27204,Sonia Manning,Tammy Cole,1.0,real-time,completed,2026-08-05 11:51:26.060985,0,11,2,0,0,0,-1.824712323679378,1,1,False
TXN96239,Nancy Lopez,David Smith,3504.66,batch,completed,2026-08-05 13:44:39.315789,0,13,2,0,0,0,0.5704497849372768,0,1,False
TXN25883,Cheryl Melton,Erica Vargas,2784.96,batch,completed,2026-08-02 14:05:46.919195,0,14,6,1,0,0,0.07845051286995114,0,1,False
TXN99778,Patty Stephenson,John Williams,1189.9,batch,completed,2026-08-01 18:02:41.792692,0,18,5,1,0,0,-1.011959878826184,0,1,False
TXN83143,Chris Wood,Darius Moore,4851.34,batch,completed,2026-08-03 18:59:47.505395,0,18,0,0,0,0,1.4910633457370912,0,1,False
TXN59108,Christina Torres,Edward Gardner,2475.91,batch,completed,2026-08-02 09:37:58.243110,0,9,6,1,0,0,-0.13282137129346017,0,1,False
TXN14849,Michael King,Alex Davis,4567.61,batch,completed,2026-08-04 20:13:30.837671,0,20,1,0,0,0,1.2971006481357814,0,1,False
MIS0005,Derrick Rios,Joseph Adams,1128.18,batch,completed,2026-07-12 23:34:00.000000,1,23,6,1,0,0,-1.0541527301142144,0,1,False
TXN98543,Manuel Bradford,Marcus King,2398.14,batch,pending,2026-08-01 17:37:06.332123,0,17,5,1,0,0,-0.18598627804443404,0,1,False
TXN83851,Christina White,Diane Thomas,4663.98,batch,completed,2026-08-04 00:54:49.628379,0,0,1,0,1,0,1.3629808341148395,0,1,False
TXN41049,Miguel Gonzales,Kyle Waller,1152.83,batch,completed,2026-08-03 16:20:24.994073,0,16,0,0,0,0,-1.037301567051189,0,1,False
TXN0093,Brianna Yoder,Mrs. Sheila Ramirez,1588.92,batch,completed,2026-08-04 08:30:14.293501,0,8,1,0,0,0,-0.7391829585256363,0,1,False
TXN19617,Bonnie Russell,Monica Miller,3070.23,batch,completed,2026-08-01 16:42:17.881893,0,16,5,1,0,0,0.2734659809019728,0,1,False
TXN61613,James Wilkinson,Richard Evans,798.53,batch,completed,2026-08-05 11:59:03.665617,0,11,2,0,0,0,-1.2795071278313104,0,1,False
TXN56605,Raymond Hodge,Peter Olson,2968.33,batch,completed,2026-08-02 05:15:04.322090,0,5,6,1,1,0,0.2038053920126293,0,1,False
TXN76685,Gregory Black,Laura Stafford,1.0,batch,completed,2026-08-06 13:10:03.539601,0,13,3,0,0,0,-1.824712323679378,0,1,False
TXN4209,Michelle Gallegos,Meagan Hansen,1356.72,batch,completed,2026-08-02 22:03:20.254773,0,22,6,1,0,0,-0.8979188637278498,0,1,False
TXN36700,Peter Collins,Cindy Gonzalez,2858.97,batch,completed,2026-08-01 02:50:48.474130,0,2,5,1,1,0,0.12904501908879604,0,1,False
TXN21646,Nicole Strickland,James Vazquez,3180.36,real-time,completed,2026-08-05 06:07:00.701941,0,6,2,0,0,0,0.3487527390411623,1,1,False
TXN18858,Amanda Nguyen,Ashley Ibarra,3579.41,batch,completed,2026-08-01 03:36:26.083260,0,3,5,1,1,0,0.621550167856594,0,1,False
TXN92314,Rita Moore,Michael Gomez,4437.89,batch,completed,2026-08-02 02:41:20.696146,0,2,6,1,1,0,1.208421829777336,0,1,False
TXN33174,Kevin Garcia,Kara Franklin,2735.83,real-time,completed,2026-08-05 20:18:15.960662,0,20,2,0,0,0,0.04486440166157575,1,1,False
TXN16363,Daniel Stone,Pamela Rodriguez,1545.11,batch,pending,2026-08-06 08:06:21.125290,0,8,3,0,0,0,-0.7691322264279145,0,1,False
TXN29068,Lindsey Mathews,Zachary White DDS,1759.63,batch,completed,2026-08-03 17:24:50.566777,0,17,0,0,0,0,-0.6224826726640089,0,1,False
TXN65610,Alicia Costa,Anna Thompson,1829.01,batch,completed,2026-08-05 07:11:01.413889,0,7,2,0,0,0,-0.5750533139089291,0,1,False
TXN93740,Nicole Martinez,Anna Roberson,4698.99,batch,completed,2026-08-04 13:13:21.206916,0,13,1,0,0,0,1.3869142709844757,0,1,False
TXN18104,Kendra Parker,Alexandra Patterson,1721.94,batch,completed,2026-08-06 03:02:08.588525,0,3,3,0,1,0,-0.6482482035299497,0,1,False
TXN0884,Patricia Sandoval,Debbie Foster,4208.24,batch,pending,2026-08-02 06:09:49.857810,0,6,6,1,0,0,1.0514291483402627,0,1,False
TXN0667,Adriana Hall,Mark Brown,2259.53,batch,completed,2026-08-05 14:28:57.436722,0,14,2,0,0,0,-0.28074245298017375,0,1,False
TXN52355,Jonathan Nunez,Julie Thompson,2299.51,batch,completed,2026-08-01 19:00:43.216799,0,19,5,1,0,0,-0.25341143881142053,0,1,False
TXN80718,Melissa Blake,Felicia Cooper,1.0,batch,completed,2026-08-04 18:57:34.365691,0,18,1,0,0,0,-1.824712323679378,0,1,False
TXN66911,Elizabeth Rose,Mr. Kyle Mcfarland MD,1019.99,batch,completed,2026-08-04 06:44:31.563176,0,6,1,0,0,0,-1.1281132709575714,0,1,False
TXN6267,Maria Myers,Glenn Kim,2752.01,real-time,completed,2026-08-05 18:13:53.362419,0,18,2,0,0,0,0.05592532735568368,1,1,False
TXN24699,Courtney Williams,Robert Shaw,4466.08,batch,completed,2026-08-01 13:47:32.671952,0,13,5,1,0,0,1.2276929975966742,0,1,False
TXN62349,Richard Brown,Amy Ingram DVM,3652.35,batch,completed,2026-08-04 15:47:36.696985,0,15,1,0,0,0,0.6714132037112428,0,1,False
TXN1459,Annette Carroll,Daniel Smith,4576.63,real-time,completed,2026-08-06 12:14:51.190774,0,12,3,0,0,0,1.3032668749442398,1,1,False
TXN27067,Michelle Turner,Arthur Morris,5089.99,real-time,completed,2026-08-03 00:39:07.045615,0,0,0,0,1,1,1.654208581639366,1,-1,True
TXN94400,Joshua Blake,Ronald Gray,141.68,batch,completed,2026-08-06 04:59:49.500634,0,4,3,0,1,0,-1.7285410612166419,0,-1,True
TXN11320,Kevin Mendez,Eric Harris,1445.77,batch,completed,2026-08-05 12:42:20.646108,0,12,2,0,0,0,-0.8370427553804893,0,1,False
TXN12761,Linda Cruz,Diana Ayala,4382.12,batch,failed,2026-08-05 17:52:44.279184,0,17,2,0,0,0,1.1702965006079669,0,1,False
TXN3600,Kelly Turner,Jason Cohen,2300.79,batch,completed,2026-08-01 21:54:23.393901,0,21,5,1,0,0,-0.2525364088430364,0,1,False
TXN5243,Jeremy Scott,Caitlin Wood,3768.31,batch,completed,2026-08-02 12:43:59.175764,0,12,6,1,0,0,0.7506854499095575,0,1,False
TXN20429,Candice Bray,Julia Thompson,2167.18,real-time,completed,2026-08-06 07:13:30.761009,0,7,3,0,0,0,-0.34387449796477526,1,1,False
TXN79656,Robert Weaver,Brent Stanley,1879.79,batch,completed,2026-08-04 11:00:30.684109,0,11,1,0,0,0,-0.5403392343819334,0,1,False
TXN58543,Rachel Cook,Lauren Daniels,3938.17,real-time,completed,2026-08-04 09:01:19.227149,0,9,1,0,0,0,0.8668046611828047,1,1,False
TXN35892,Dwayne Taylor,Susan Esparza,501.52,real-time,completed,2026-08-04 04:34:34.528149,0,4,1,0,1,0,-1.4825482613546068,1,-1,True
TXN96616,Paula Rodriguez,Charles Smith,4555.31,real-time,completed,2026-08-05 09:58:29.764093,0,9,2,0,0,0,1.2886921570333392,1,1,False
TXN4689,Emily Cruz,Sara Moore,476.59,batch,completed,2026-08-01 22:51:11.616426,0,22,5,1,0,0,-1.4995908372232165,0,1,False
TXN49846,Aaron Wheeler,Brianna Yoder,599.25,real-time,completed,2026-08-02 11:04:12.925938,0,11,6,1,0,0,-1.4157383560341403,1,1,False
TXN34451,Victoria Haley,Mr. David Johnson,4594.71,real-time,completed,2026-08-05 19:16:29.399534,0,19,2,0,0,0,1.315626673247668,1,1,False
TXN67524,Ralph Ramirez,Gregory Garrett,3012.72,batch,pending,2026-08-04 14:49:33.799410,0,14,1,0,0,0,0.23415115786933144,0,1,False
TXN18314,Michael Perez,Cynthia Harris,3082.68,batch,completed,2026-08-04 04:56:47.659757,0,4,1,0,1,0,0.28197701457883556,0,1,False
TXN22904,Timothy Woods,Jonathan Mitchell,1.0,batch,completed,2026-08-05 23:34:15.346680,0,23,2,0,0,0,-1.824712323679378,0,1,False
TXN78899,Adriana Smith,Kaitlyn Castro,2509.65,batch,completed,2026-08-05 12:27:09.315553,0,12,2,0,0,0,-0.10975612822058023,0,1,False
TXN73840,Andrew Richmond,Mr. Peter Wilson,3829.47,real-time,completed,2026-08-04 10:53:21.894675,0,10,1,0,0,0,0.7924954755864195,1,1,False
TXN84259,Elizabeth Blake,Elizabeth Wilson,2273.89,batch,completed,2026-08-02 23:52:53.217084,0,23,6,1,0,0,-0.2709257105223627,0,1,False
TXN79249,Michael Fields,Deborah Jackson,2939.23,batch,completed,2026-08-03 06:18:11.228462,0,6,0,0,0,0,0.18391213257514266,0,1,False
TXN50371,Kathryn Ortiz,Robert Novak,1221.69,batch,completed,2026-08-06 11:25:12.561653,0,11,3,0,0,0,-0.9902276892207649,0,1,False
TXN45997,Lori Shelton,Susan Pineda,2163.91,batch,completed,2026-08-06 11:34:27.346606,0,11,3,0,0,0,-0.34610992608713204,0,1,False
TXN47396,Dennis Mcknight,Penny Lopez,3198.65,batch,completed,2026-08-01 19:05:32.773418,0,19,5,1,0,0,0.36125609694877847,0,1,False
TXN74370,Brianna Williams,Richard Santos,1226.65,real-time,completed,2026-08-01 14:55:05.109897,0,14,5,1,0,0,-0.9868369480932757,1,1,False
TXN18943,Kathy Torres,Erika Gray,2060.36,batch,completed,2026-08-06 09:38:00.928077,0,9,3,0,0,0,-0.41689848329509566,0,1,False
TXN58012,Melissa Lee,Steven Solomon,4834.41,batch,failed,2026-08-05 22:54:06.308460,0,22,2,0,0,0,1.479489707170883,0,1,False
TXN66411,Anna Mercado,Ashley Harrison,3087.47,batch,completed,2026-08-03 04:21:06.088434,0,4,0,0,1,0,0.28525154078864867,0,1,False
TXN92459,Robert Guzman,Michael Bautista,1344.16,real-time,completed,2026-08-02 21:51:51.786653,0,21,6,1,0,0,-0.9065050952926207,1,1,False
TXN19936,Linda Hays,Kimberly Randall,782.59,batch,completed,2026-08-01 02:17:50.337865,0,2,5,1,1,0,-1.290403985406346,0,1,False
TXN87706,Isaiah Gillespie,Chelsea Lara,4277.68,real-time,completed,2026-08-01 19:11:02.616063,0,19,5,1,0,0,1.0988995241251112,1,1,False
TXN52915,Michelle Lowe,Jennifer Hebert,4171.82,batch,completed,2026-08-01 01:06:15.438908,0,1,5,1,1,0,1.0265318112710784,0,1,False
TXN63439,Vincent Anderson,Hannah Oneill,2548.56,real-time,completed,2026-08-06 09:30:51.791477,0,9,3,0,0,0,-0.08315658441602336,1,1,False
TXN24145,Christopher Parker,Ethan Berry,3468.65,batch,completed,2026-08-01 02:02:38.738640,0,2,5,1,1,0,0.5458327309048406,0,1,False
TXN64851,Sarah Matthews,Alex Harris,952.88,real-time,completed,2026-08-01 23:07:47.896439,0,23,5,1,0,0,-1.1739908187530947,1,-1,True
TXN81916,Dustin Nelson,George Hogan,1155.76,batch,completed,2026-08-02 21:27:13.062068,0,21,6,1,0,0,-1.035298568764184,0,1,False
TXN28546,Erin Foster,Nathan Phillips,2173.11,real-time,completed,2026-08-01 15:04:25.366000,0,15,5,1,0,0,-0.3398206481893697,1,1,False
TXN49727,Tamara Dalton,Charles Hansen,2575.77,batch,completed,2026-08-03 14:55:20.450536,0,14,0,0,0,0,-0.06455536141622907,0,1,False
TXN64572,Timothy Bray,Ralph Richardson,382.61,batch,pending,2026-08-06 12:32:39.426130,0,12,3,0,0,0,-1.5638371781831821,0,1,False
TXN73110,Laura Evans,Traci Harvey,2530.63,real-time,completed,2026-08-02 08:10:29.584889,0,8,6,1,0,0,-0.09541384014503138,1,1,False
TXN12904,Jessica Ferguson,Philip Martinez,3405.14,batch,completed,2026-08-02 16:40:35.948656,0,16,6,1,0,0,0.5024162048953978,0,1,False
TXN9674,Jessica Mathews,Ashley Villegas,240.23,real-time,completed,2026-08-01 14:45:02.987121,0,14,5,1,0,0,-1.661170589822679,1,-1,True
TXN52294,Amy Ortega,Clinton Ray,1512.55,batch,completed,2026-08-04 16:20:48.126338,0,16,1,0,0,0,-0.79139080124869,0,1,False
TXN14130,Amanda Parker,Jerry Stewart,1.0,batch,completed,2026-08-04 09:09:44.677389,0,9,1,0,0,0,-1.824712323679378,0,1,False
TXN4296,Beth Frederick,Harold Garrett,351.25,batch,completed,2026-08-04 08:42:50.460427,0,8,1,0,0,0,-1.5852754124085975,0,1,False
TXN48323,Kimberly Caldwell,Kathy Jones,1702.45,batch,completed,2026-08-06 08:24:54.093539,0,8,3,0,0,0,-0.6615719020329262,0,1,False
TXN31454,Willie Freeman,Laura Garcia,1464.45,batch,completed,2026-08-02 13:02:15.091019,0,13,6,1,0,0,-0.824272786779381,0,1,False
TXN50912,Renee Smith,Lori Richards,1982.87,real-time,completed,2026-08-02 16:26:56.943747,0,16,6,1,0,0,-0.4698719772404857,1,1,False
TXN48632,Roger Wyatt,Robert Hill,1.0,real-time,completed,2026-08-04 14:44:49.012648,0,14,1,0,0,0,-1.824712323679378,1,1,False
TXN10290,Kevin Richmond,Michael Richardson,1515.25,real-time,completed,2026-08-02 00:20:24.068039,0,0,6,1,1,0,-0.7895450349091293,1,-1,True
TXN0003,Joshua Simon,David Chambers,3613.53,real-time,completed,2026-08-06 07:45:46.416212,0,7,3,0,0,0,0.644875185451338,1,1,False
TXN70013,Patricia Freeman,Jacob Welch,3666.44,batch,completed,2026-08-04 01:04:51.454938,0,1,1,0,1,0,0.6810453695350982,0,1,False
TXN19596,Rose Hall,Kevin Smith,1151.26,real-time,completed,2026-08-04 05:09:17.691455,0,5,1,0,1,0,-1.0383748459967852,1,1,False
TXN76217,Jennifer White,Nicole Howard,2725.86,batch,completed,2026-08-02 10:05:28.636428,0,10,6,1,0,0,0.0380487385484576,0,1,False
TXN92182,Tony Hicks,Paul Medina,4197.36,batch,completed,2026-08-03 22:13:22.391854,0,22,0,0,0,0,1.0439913936089962,0,1,False
TXN55154,Kristie Richardson,Andrea Hurst,2267.81,real-time,completed,2026-08-03 05:17:33.348824,0,5,0,0,1,0,-0.27508210287218804,1,1,False
TXN48308,Christopher Barber,Justin West,3701.67,batch,completed,2026-08-02 07:26:29.625288,0,7,6,1,0,0,0.7051292021805503,0,1,False
TXN41320,Andrew Stone Jr.,Diana Bryant,694.06,real-time,completed,2026-08-06 02:42:08.392631,0,2,3,0,1,0,-1.3509246128290504,1,-1,True
TXN5553,James Dudley,Lisa Knox,2383.06,real-time,completed,2026-08-05 00:51:53.089802,0,0,2,0,1,0,-0.1962952248594615,1,1,False
TXN20204,Angela Martinez,Brenda Hendrix,4812.7,batch,completed,2026-08-04 10:14:45.882042,0,10,1,0,0,0,1.46464837856649,0,1,False
TXN62947,Amanda Lawrence,Mr. Christopher Cooper,3715.28,real-time,completed,2026-08-01 20:02:02.036515,0,20,5,1,0,0,0.7144332317662615,1,1,False
TXN94835,Stephanie Hernandez,Marvin Moore,3724.08,batch,completed,2026-08-04 03:13:42.846254,0,3,1,0,1,0,0.7204490627989033,0,1,False
TXN22241,Michelle Brooks,Kelly Stark,1679.83,real-time,completed,2026-08-03 14:33:02.021544,0,14,0,0,0,0,-0.6770353222554675,1,1,False
TXN30066,Kevin Christian,Laura Madden,3023.68,batch,completed,2026-08-04 08:56:36.067898,0,8,1,0,0,0,0.24164360197362197,0,1,False
TXN87377,Mary Smith,Sarah Wright,3160.86,batch,completed,2026-08-04 11:19:30.345978,0,11,1,0,0,0,0.3354222043665578,0,1,False
TXN31636,Ralph Macdonald,Raymond Williams,969.34,batch,completed,2026-08-05 18:36:03.897221,0,18,2,0,0,0,-1.1627384802534029,0,1,False
TXN50667,William Sanchez,Matthew Lee,2704.34,real-time,completed,2026-08-04 21:04:28.248841,0,21,1,0,0,0,0.02333729720499665,1,1,False
TXN3339,Robert Williams,Anthony Mayo,3396.18,batch,completed,2026-08-04 01:37:47.574391,0,1,1,0,1,0,0.49629099511670777,0,1,False
