transaction_id,sender,receiver,amount,payment_type,status,timestamp,is_fraud
TXN0403,James Brown,Joanna Edwards,4243.11,real-time,completed,2026-07-05 22:51:05.165157,0
TXN0153,Carl West,Kelly Bush,3284.83,batch,completed,2026-07-06 00:33:19.268383,0
TXN0363,Tiffany Boyd,Allison Davis,3052.26,real-time,completed,2026-07-27 06:05:07.273863,0
TXN0271,Stephanie Thomas,Stephen Hill,3621.71,real-time,completed,2026-07-04 08:28:47.030112,0
TXN0919,Catherine Jones,Brandon Thompson,3365.9,real-time,completed,2026-07-13 17:01:20.604478,0
RND0005,Todd Lopez,Erica Mccoy,3000.0,real-time,completed,2026-07-17 19:27:00.000000,1
TXN0621,Ronald Hatfield,Alex Hawkins,3099.81,batch,completed,2026-07-16 12:54:25.040467,0
TXN0369,Daniel Thomas,Anita Holland DDS,1597.77,batch,completed,2026-07-18 09:35:17.123013,0
TXN0372,Ashley Combs,Pamela Pruitt,3145.92,batch,completed,2026-07-13 21:41:47.049375,0
TXN0269,James Mckenzie,Edward Shaw,3745.87,real-time,completed,2026-07-14 03:47:20.768920,0
TXN0258,Kelly Roberts,Holly Gonzalez,4357.6,real-time,completed,2026-07-20 11:31:51.727306,0
TXN0140,Tracy Meadows,Andrew Garcia,5164.73,batch,completed,2026-07-28 07:20:01.557833,0
TXN0368,Jacqueline Chavez,James Brown,3203.66,batch,completed,2026-07-08 16:47:08.346357,0
TXN0475,Robert Arellano,Brett Torres,3876.24,batch,completed,2026-07-10 17:29:56.872473,0
TXN0474,Gerald Smith,Thomas Gutierrez,4653.43,real-time,completed,2026-07-23 19:29:00.368196,0
TXN0255,Jared Thompson,Judy Bates,1082.05,batch,completed,2026-07-27 19:35:28.627949,0
TXN0421,Diana Thomas,Jacob Howard,2419.68,batch,completed,2026-07-24 13:16:48.141966,0
TXN0789,Joseph Mccarthy,Eric Perkins,1.0,batch,completed,2026-07-11 12:29:06.911631,0
TXN0821,Peter Navarro,Jacqueline Harris,2928.58,real-time,completed,2026-07-14 19:40:16.194228,0
TXN0169,Anthony Avila,Elizabeth Potts,3646.08,real-time,completed,2026-07-09 02:31:20.342242,0
TXN0346,Sharon Jackson,David Leach,2160.11,batch,completed,2026-07-16 12:24:13.913757,0
TXN0078,Reginald Martinez,Jesse Chen,3436.28,batch,completed,2026-07-14 17:50:51.201327,0
TXN0292,Destiny Lee,Amanda Kennedy,5412.56,batch,completed,2026-07-08 21:11:27.732634,0
TXN0807,Benjamin Arroyo,Anthony Garner,3232.95,real-time,completed,2026-07-09 17:45:22.193965,0
FRD0005,Stephanie Wade,Erin Fox,9628.63,batch,completed,2026-07-20 01:35:00.000000,1
TXN0136,Renee Newman,Kathleen Anderson,738.9,batch,completed,2026-07-23 06:12:55.989793,0
TXN0816,Melissa Young,Jorge Buchanan,3464.79,real-time,completed,2026-07-06 07:17:03.702192,0
TXN0647,Erika Roman,Mr. Michael Huerta,2113.49,batch,completed,2026-07-26 03:40:04.371937,0
STR0003,Tyrone Wilson,Alexander Robinson,991.61,real-time,completed,2026-07-15 14:03:00.000000,1
TXN0038,Joshua Padilla,Meghan Thomas,3926.45,batch,completed,2026-07-23 13:02:10.862430,0
TXN0925,Joshua Riley,Anthony Carter,4391.09,batch,completed,2026-07-11 01:26:39.669621,0
TXN0319,Michelle Haley,Roberta Wright,2885.07,real-time,completed,2026-07-23 20:51:31.077289,0
TXN0563,James Brown,Samantha Hill,6061.35,batch,completed,2026-07-15 17:50:52.229728,0
TXN0890,Edward Baker,Patricia Nichols,3953.17,batch,completed,2026-07-19 02:15:07.093056,0
TXN0694,Stephanie Arnold,Nicholas Perez,3307.76,batch,completed,2026-07-05 23:35:56.406305,0
TXN0894,Sarah Palmer,Jennifer Morrow,2400.35,real-time,completed,2026-07-23 22:06:07.447208,0
TXN0211,Allison Hayes,Scott Chapman,1426.44,batch,completed,2026-07-29 13:29:07.946050,0
TXN0139,Jennifer Maynard,Amanda Barrera,2107.09,batch,completed,2026-07-24 12:08:26.846755,0
TXN0228,Jennifer Hartman,Timothy Parks,549.0,real-time,completed,2026-07-17 16:13:32.656400,0
TXN0333,Kayla Davis,Amy Allen,1045.94,batch,completed,2026-07-01 04:09:10.575658,0
VEL0005,Randy Mann,Stephen Walker,309.1,real-time,completed,2026-07-20 03:08:00.000000,1
TXN0148,Charles Russell,Jennifer Meyer,87.63,real-time,pending,2026-07-27 15:36:33.910588,0
TXN0389,Michael Green,David Johnson,2321.72,batch,completed,2026-07-06 18:12:37.088796,0
TXN0739,Nicole Rodriguez,Jason Thomas,2948.24,batch,completed,2026-07-20 03:30:20.430440,0
TXN0639,Stephanie Morris,Ronald Smith,784.84,batch,completed,2026-07-27 12:49:11.234520,0
TXN0109,Anthony Garcia,Brian Wang,3051.06,batch,failed,2026-07-05 11:58:52.088181,0
TXN0540,Rhonda Jarvis,Parker Thompson,3358.46,batch,completed,2026-07-02 13:08:23.312673,0
TXN0480,Casey Fisher,Ashley Adams,2045.23,batch,completed,2026-07-23 12:03:26.979200,0
TXN0325,Jeffrey Carlson,Pamela Perez,2675.46,batch,completed,2026-07-09 16:21:02.676950,0
TXN0802,Benjamin Lucas,Jared Knapp,934.03,batch,completed,2026-07-19 01:32:48.347666,0
TXN0409,Jodi David,Amy Carroll,6169.24,batch,completed,2026-07-09 20:24:46.153176,0
FRD0013,Catherine Pena,Marilyn Morgan,11864.28,batch,completed,2026-07-27 03:36:00.000000,1
TXN0771,Ricky Jimenez MD,Brian Fletcher,3490.36,batch,completed,2026-07-20 00:45:00.134379,0
TXN0370,Lisa Brown,Kimberly Washington,341.49,batch,completed,2026-07-16 18:49:01.225869,0
TXN0433,Adrian Allen,Brittany Brady,4877.04,real-time,completed,2026-07-23 09:35:02.990895,0
TXN0200,Michelle Ryan,Elijah Rasmussen,1.0,real-time,completed,2026-07-01 14:46:17.876929,0
WKD0010,Jamie Hernandez,Brittney James,7617.4,batch,completed,2026-07-12 16:00:00.000000,1
TXN0569,Michael George,Angel Willis,7508.67,batch,completed,2026-07-23 02:31:54.104460,0
TXN0290,Cassandra Carlson,Sharon King,3278.27,batch,failed,2026-07-10 03:46:40.363979,0
TXN0247,Kristy Torres,Steven Baxter,1965.43,batch,completed,2026-07-02 15:45:02.641521,0
TXN0203,Tracy Jackson,Ryan Kirk,4915.97,batch,completed,2026-07-02 20:32:38.422501,0
TXN0863,Rachel Hernandez,Paul Grant,2842.62,batch,completed,2026-07-04 12:07:48.458037,0
TXN0682,Stephen Garza,Whitney Hernandez,1830.33,real-time,completed,2026-07-22 00:24:37.360724,0
TXN0572,Heidi Daniel,Stephen Obrien,1.0,batch,completed,2026-07-28 16:06:37.871670,0
TXN0379,Debbie Aguilar,Andrew Lopez,2631.08,real-time,completed,2026-07-07 18:41:34.077268,0
TXN0606,Kathleen Campbell,Timothy Wilson,1536.4,batch,completed,2026-07-18 04:06:12.298393,0
TXN0674,Brian Sanchez,Cindy Phillips,2157.0,real-time,completed,2026-07-17 09:22:37.012833,0
TXN0854,Joshua Morris,Amanda Haynes,3471.26,batch,completed,2026-07-10 11:26:39.570320,0
TXN0029,Courtney Patton,Sean Knapp,2170.75,batch,completed,2026-07-05 03:29:30.708959,0
TXN0048,Dale Haas,Jennifer Smith,2424.26,batch,completed,2026-07-14 05:23:11.149604,0
TXN0855,Alan Cantrell,Trevor Shaw,2663.43,real-time,failed,2026-07-08 01:39:14.045341,0
TXN0434,Carla Reilly,Mark Weaver,1661.73,batch,completed,2026-07-22 13:20:25.224673,0
TXN0800,Kevin Malone,Heidi Freeman,5260.64,real-time,completed,2026-07-27 10:25:27.662589,0
TXN0120,Alfred Butler DDS,John Kline,2072.42,batch,completed,2026-07-24 07:52:29.241408,0
TXN0017,Christopher Soto,Dawn Wilson,3607.82,batch,completed,2026-07-10 23:23:26.316048,0
TXN0192,Jonathon Smith,Jordan Ellis,2663.84,batch,pending,2026-07-04 03:11:27.837361,0
TXN0105,Taylor Hunt,Nicole Bell,2522.51,batch,completed,2026-07-04 04:54:11.671534,0
TXN0113,Kevin Wong,Rebecca Rice,2366.54,batch,completed,2026-07-29 09:18:43.440714,0
TXN0671,Kristen Gill,Theresa Mccoy,6389.18,batch,completed,2026-07-12 21:47:55.695092,0
TXN0701,Tyler Alvarado,Danielle Schneider,4590.2,real-time,completed,2026-07-29 15:27:24.366217,0
TXN0961,Angela Parker,Samuel Garza,2212.5,batch,completed,2026-07-10 02:41:06.591123,0
GHT0006,Nicholas Carr,Daniel Knapp,0.7,real-time,completed,2026-07-24 17:42:00.000000,1
TXN0233,Sharon Russell,Luis Flores,1674.91,batch,completed,2026-07-06 07:15:01.981596,0
TXN0227,Beth Simmons,Danielle Brennan,4796.77,batch,completed,2026-07-09 20:15:21.993735,0
TXN0232,James Green,Gregory Huang,4346.25,real-time,completed,2026-07-28 13:17:25.567214,0
TXN0082,Nicole Taylor,Justin Fleming,3591.46,batch,completed,2026-07-24 15:39:20.575841,0
TXN0416,Alexander Lynn,Amanda Bray,3220.66,real-time,completed,2026-07-27 11:02:34.382213,0
TXN0112,Felicia House,Kathleen Bullock,1154.95,batch,completed,2026-07-27 02:27:56.898759,0
TXN0052,Brandy Lee,Kendra Day,2498.42,batch,completed,2026-07-03 09:50:14.602724,0
TXN0034,Justin Richards,Alisha Jackson,2357.97,batch,completed,2026-07-14 12:53:34.583361,0
TXN0929,Aaron Walker,Jessica Powell,2113.22,real-time,completed,2026-07-13 20:51:11.609799,0
TXN0842,Brenda Edwards,Eric Woods,6835.36,batch,completed,2026-07-12 13:33:56.495474,0
TXN0468,Sara Miller,Dylan Mckenzie,1.0,real-time,completed,2026-07-17 18:01:05.230762,0
TXN0388,Ruth Hart,Kristin Escobar,2586.68,real-time,completed,2026-07-20 11:02:02.495241,0
TXN0396,David Thomas,Joshua Whitaker,2129.21,batch,completed,2026-07-27 01:52:08.648736,0
TXN0963,Amy Shields,Stacy Wallace,3789.16,batch,completed,2026-07-01 20:44:03.684309,0
TXN0398,Ethan Ayala MD,Jennifer Collins,3192.4,batch,completed,2026-07-06 04:34:30.871958,0
TXN0188,Debra Thompson,Albert Parsons,2493.13,batch,completed,2026-07-06 13:53:09.247516,0
TXN0905,Nichole Kane,Gail Salinas,5410.32,batch,completed,2026-07-16 04:41:37.053033,0
TXN0560,Jacob Santos,Patricia Graves,4078.89,batch,completed,2026-07-19 00:21:37.342477,0
TXN0461,Richard Jefferson,Lauren Smith,3351.15,batch,completed,2026-07-06 20:05:51.061798,0
RND0008,Denise Mitchell,Tiffany Lewis,5000.0,batch,completed,2026-07-03 10:01:00.000000,1
TXN0181,Eric Manning,Tracy Deleon,3819.24,batch,completed,2026-07-24 04:23:24.852212,0
TXN0803,James Moran,Bruce Vaughn,2857.59,real-time,completed,2026-07-07 02:56:29.534475,0
TXN0626,Tony Chen,Mr. Jerry Brown,1428.99,batch,completed,2026-07-21 15:05:43.532238,0
TXN0213,Karen Stone,Maureen Smith,1750.76,batch,completed,2026-07-15 07:09:48.535705,0
TXN0013,Joseph Taylor,Sara Blevins,2545.6,batch,completed,2026-07-14 01:07:37.284669,0
VEL0009,Randy Mann,Stephen Martinez,544.86,real-time,completed,2026-07-20 03:16:00.000000,1
TXN0653,Teresa Mitchell,Harold Carr,1449.93,batch,completed,2026-07-06 18:57:14.180333,0
TXN0314,Anthony Garcia,Timothy Steele,4225.73,real-time,completed,2026-07-09 11:16:45.096022,0
TXN0138,Tina Roberts,Anna Thompson,874.37,batch,completed,2026-07-16 01:04:47.611805,0
TXN0888,Matthew Crosby,Sarah Owens,2154.14,batch,completed,2026-07-24 17:34:34.696572,0
TXN0463,Roy Cline,Keith Salas,1806.59,batch,completed,2026-07-15 22:29:27.582113,0
TXN0582,Casey Berg,Amanda Wilkerson,2445.07,batch,completed,2026-07-18 04:06:07.795544,0
GHT0010,Melissa Perez,Jessica Long,0.06,real-time,completed,2026-07-16 16:58:00.000000,1
TXN0219,Helen Anderson,Doris Leach,3036.54,real-time,completed,2026-07-02 22:53:21.624847,0
TXN0780,Angela Cooper,Jessica Sweeney,2924.14,batch,completed,2026-07-29 02:30:47.417166,0
RND0014,Karen Stevenson,Patrick Cunningham,15000.0,batch,completed,2026-07-04 03:42:00.000000,1
TXN0183,Stephanie Johnson,Rachel Grant,81.95,batch,completed,2026-07-07 14:44:23.024509,0
VEL0015,Randy Mann,Jeffrey Estrada,335.69,real-time,completed,2026-07-20 03:28:00.000000,1
SWT0005,Lucas Patel,Steven Lang,5671.9349999999995,real-time,completed,2026-07-25 19:32:08.215535,1
TXN0896,Caleb Hurley,William Fields,1765.37,real-time,completed,2026-07-15 06:19:09.481728,0
TXN0972,Sherry Peterson,Aaron Petersen,3780.47,real-time,completed,2026-07-11 16:58:26.464224,0
TXN0618,Nicholas Murray,Samuel Roberts,2931.11,real-time,completed,2026-07-18 12:55:23.487042,0
TXN0155,Joshua Smith,David Castro,708.35,real-time,completed,2026-07-14 19:29:51.540289,0
TXN0506,Cheryl Brown,Charles Carroll,1837.37,batch,completed,2026-07-12 08:53:02.946039,0
TXN0491,Amanda Banks,Heather Jackson,2663.92,batch,completed,2026-07-26 15:10:17.788352,0
TXN0062,Cheryl Thompson,Charles Cole,5504.81,real-time,completed,2026-07-10 18:21:58.625489,0
TXN0191,Alicia Yu,David Flores,4603.09,real-time,completed,2026-07-22 06:43:32.990134,0
GHT0011,Jeffrey Moore,Daisy Kim,0.85,real-time,completed,2026-07-06 01:32:00.000000,1
TXN0063,Andrew Griffin,Adam Jennings,554.31,batch,completed,2026-07-30 08:17:49.099581,0
TXN0431,Gina Gardner,Brian Wheeler,2858.94,real-time,completed,2026-07-19 00:57:07.466344,0
TXN0902,Jodi Pacheco,Mr. Charles Horne,2894.5,batch,completed,2026-07-17 19:55:15.209476,0
TXN0696,Carrie Henry,Colin Trevino,2241.38,real-time,completed,2026-07-07 19:33:57.690907,0
TXN0525,Barbara Harris,Samuel Rodriguez,2371.66,real-time,completed,2026-07-02 22:42:06.005392,0
TXN0715,Maria Anderson,Shawna Wood,3771.15,batch,completed,2026-07-13 09:43:04.623060,0
TXN0806,Joanna Brooks,Michelle Schneider,2040.44,batch,completed,2026-07-24 02:12:22.114740,0
TXN0380,Jessica Crosby,Matthew Ho,1634.7,batch,completed,2026-07-02 12:23:16.981897,0
TXN0359,Lisa Brown,Albert Ramirez,1207.09,real-time,failed,2026-07-03 17:55:36.101163,0
TXN0645,Amanda Edwards,Walter Stephens DDS,3248.31,batch,completed,2026-07-08 09:55:34.983051,0
TXN0273,Robert May,Corey Nixon,4158.61,real-time,completed,2026-07-07 04:14:03.137945,0
TXN0040,Jessica Sloan,George Torres,4972.87,real-time,completed,2026-07-29 15:19:38.060757,0
TXN0103,Melanie Cunningham,Meagan Washington,2721.18,batch,completed,2026-07-11 04:25:49.891479,0
TXN0786,Kyle Hensley,Dawn Moore,2029.84,batch,completed,2026-07-23 18:24:29.539302,0
TXN0260,Joy West,Jessica Price,4422.51,real-time,completed,2026-07-04 04:45:42.139804,0
TXN0097,Douglas Logan,Jacob Wilson,1.0,batch,completed,2026-07-29 14:39:47.378207,0
TXN0252,Suzanne Martin,George Walters,3435.37,batch,completed,2026-07-23 02:47:03.194178,0
TXN0557,Steven Atkins,Joseph Frank,1765.56,batch,completed,2026-07-18 22:59:23.099546,0
TXN0080,Lynn Miller,Erica Thomas,1777.66,real-time,completed,2026-07-20 21:24:23.115392,0
TXN0609,James Miller,Scott Hoffman,3258.37,real-time,completed,2026-07-21 00:42:48.289777,0
WKD0002,Joseph Ferrell,Amanda Fritz,9171.22,batch,completed,2026-07-27 16:00:00.000000,1
TXN0190,Lauren Bean,Rachel Stone,2402.65,batch,completed,2026-07-11 17:01:58.093423,0
TXN0684,Mackenzie Kim,Richard Palmer,2497.03,batch,completed,2026-07-07 11:31:21.648050,0
TXN0329,Anna Williams,Nathan Hammond,4176.63,real-time,completed,2026-07-18 22:51:42.330585,0
TXN0545,Dr. Eric Humphrey,Adam Lawson,3030.25,real-time,completed,2026-07-10 22:53:45.814754,0
TXN0099,Jerry Howard,Adam Roth,4243.06,batch,completed,2026-07-23 08:44:50.886559,0
TXN0393,Alyssa Zhang,Chelsea Rocha,1853.84,batch,completed,2026-07-26 05:48:21.508842,0
TXN0083,Amy Singleton,Rebecca Fields,953.52,batch,completed,2026-07-24 06:57:43.074894,0
TXN0056,Amy Leon,Pamela Booth,2691.42,batch,completed,2026-07-12 10:55:45.890229,0
TXN0415,Bryan Hernandez,Thomas Ellis,3338.57,batch,completed,2026-07-30 11:52:44.362965,0
TXN0486,Amanda Watson,Shelly Lindsey,1098.32,batch,completed,2026-07-26 08:29:42.910737,0
STR0014,Tyrone Wilson,Alexander Robinson,956.15,real-time,completed,2026-07-15 14:14:00.000000,1
TXN0990,Stephanie Whitehead,Brian Castillo,2322.1,batch,completed,2026-07-02 09:54:53.684729,0
TXN0958,Miguel Taylor,Alison Bryant,2529.29,real-time,completed,2026-07-07 11:53:28.748437,0
TXN0568,Christian Cruz,Laura Harris,2759.68,batch,completed,2026-07-03 23:23:51.713309,0
TXN0672,Anthony Gonzalez,Robert Davis,3800.25,batch,completed,2026-07-18 12:59:22.994327,0
TXN0945,Dominic Gonzales,Raymond Young,1025.81,batch,completed,2026-07-27 19:21:43.753659,0
TXN0941,Edward Warren,Luke Bautista,1803.09,real-time,completed,2026-07-20 21:00:59.263448,0
TXN0005,Zachary Rodriguez,Kara Mccoy,2987.81,batch,completed,2026-07-17 21:37:17.492511,0
TXN0761,Jeremiah Snyder,Margaret Carr,3711.12,real-time,completed,2026-07-05 04:55:54.675344,0
DUP0001,Ashley Reid,Jeremy Frost,1762.0,real-time,completed,2026-07-20 02:08:49.714720,1
TXN0999,Charles Ramsey,Erin Peters,1602.67,batch,completed,2026-07-28 15:09:19.591177,0
VEL0003,Randy Mann,Scott Riley II,1376.22,real-time,completed,2026-07-20 03:04:00.000000,1
TXN0611,Tonya Barry,Edward Watson,1.0,real-time,failed,2026-07-29 03:11:21.277288,0
TXN0880,Jason Morgan,Michael Patterson,4491.86,batch,completed,2026-07-09 04:59:32.148279,0
VEL0016,Randy Mann,Katelyn Olsen,1654.44,real-time,completed,2026-07-20 03:30:00.000000,1
TXN0640,Renee Rodriguez,Gregory White,789.58,batch,completed,2026-07-10 14:07:26.899691,0
TXN0571,Peter Wright,Robert Fernandez,4554.32,batch,pending,2026-07-07 14:12:35.729414,0
TXN0447,Michelle Soto,Jennifer Good,2368.41,real-time,completed,2026-07-20 04:34:41.562667,0
TXN0522,Ashley Reid,Jeremy Frost,1762.0,real-time,completed,2026-07-20 02:08:49.714720,0
TXN0628,Barbara Walker,Suzanne Miller,4309.43,batch,completed,2026-07-25 09:40:03.187415,0
TXN0843,Mary Powell,Mary Osborne,2312.84,real-time,completed,2026-07-17 02:07:27.819152,0
TXN0690,Natalie Harris,Dennis Page,475.27,real-time,completed,2026-07-17 21:41:29.865574,0
TXN0031,Randy Parker,Daniel Perez,5285.47,batch,completed,2026-07-02 01:53:37.268341,0
TXN0469,Heather Adams,Brent Ibarra,2861.4,real-time,completed,2026-07-14 20:01:22.220910,0
WKD0005,Janet Terrell,Patrick Collins,7381.23,batch,completed,2026-07-19 14:00:00.000000,1
TXN0096,Amy Johnston,James Henson,3373.24,real-time,completed,2026-07-05 19:35:42.963542,0
TXN0128,Maria Robertson,Omar Hernandez,4640.9,batch,completed,2026-07-15 22:23:17.523965,0
TXN0596,Laura Perez,Brittany Henry,1837.89,real-time,completed,2026-07-21 01:10:06.330745,0
TXN0518,Robert Mendez,Keith Johnson,2606.95,batch,completed,2026-07-20 08:56:37.714281,0
TXN0444,Donald Terry Jr.,Julia Clark,1.0,batch,completed,2026-07-08 16:13:23.921823,0
TXN0173,Lindsey Orr,Douglas Mendoza,1499.79,real-time,completed,2026-07-08 11:39:52.367173,0
TXN0068,Kathryn Rios,Amy Johnson,264.72,batch,completed,2026-07-28 10:29:15.073550,0
FCM0010,Stacey Miller,James Sawyer PhD,6628.28,batch,completed,2026-07-10 17:56:00.000000,1
TXN0832,Roberta Scott,Dylan Hood,9056.72,real-time,completed,2026-07-04 06:17:47.164769,0
TXN0656,Kristin Kelly,Tonya Huff,4020.69,batch,completed,2026-07-04 18:41:22.805105,0
VEL0001,Randy Mann,Elizabeth Warren,1754.91,real-time,completed,2026-07-20 03:00:00.000000,1
TXN0392,Brett Rosales,Nicholas Wallace,3444.09,real-time,completed,2026-07-11 05:32:50.456474,0
TXN0697,Casey Smith,Paula Contreras,789.8,batch,completed,2026-07-02 19:27:00.039132,0
TXN0650,Kyle Johnson,Daniel Cunningham,2949.53,batch,completed,2026-07-10 05:09:21.839366,0
TXN0756,Paul Hanna,Brent Howard,657.42,real-time,completed,2026-07-20 17:49:00.630239,0
TXN0390,Lisa Mccarty,Oscar Spencer,1.0,batch,completed,2026-07-02 21:28:23.199566,0
TXN0675,Tina Gentry,Cynthia Kim,2875.29,batch,completed,2026-07-17 20:41:51.724620,0
VEL0017,Randy Mann,Aaron Calderon,1740.74,real-time,completed,2026-07-20 03:32:00.000000,1
TXN0505,Frances Scott,Daniel Harris,2714.6,batch,completed,2026-07-16 23:23:48.038365,0
TXN0579,Jimmy Perez,Angie Adams,5521.11,batch,completed,2026-07-03 01:14:13.476600,0
TXN0238,Bryan Wheeler,Cynthia Black,4183.2,batch,failed,2026-07-22 08:33:04.230381,0
TXN0836,Kara Fisher,Christina Rose,3231.66,batch,completed,2026-07-28 02:18:10.934994,0
TXN0507,Rhonda Morris,Thomas Preston,2335.85,batch,completed,2026-07-16 21:35:00.114682,0
TXN0110,Jack Smith,Ashlee Carlson,195.69,batch,completed,2026-07-23 15:11:04.458369,0
TXN0547,Brittany Weber,Beth Garcia,1649.42,batch,completed,2026-07-01 14:49:23.669985,0
TXN0878,Austin Sherman,Don Torres,1178.13,real-time,completed,2026-07-14 04:52:17.063397,0
TXN0095,Andrea Perkins,Christopher Torres,1750.06,batch,completed,2026-07-01 15:39:47.209065,0
TXN0164,Christine Long,Eric Sharp,34.24,real-time,completed,2026-07-27 07:57:45.103120,0
TXN0289,Gregg Navarro,Kenneth Riddle,3400.79,real-time,completed,2026-07-30 05:13:53.280360,0
TXN0310,Sarah Wu,Mark Hodge,2516.36,batch,completed,2026-07-14 08:43:03.131003,0
TXN0253,Michelle Curtis,Marc King,5782.69,batch,completed,2026-07-01 08:54:10.807667,0
TXN0281,Carrie Ruiz,Jared Roberts,4582.71,batch,completed,2026-07-12 17:45:02.629181,0
TXN0718,William Jackson,Jenny Perkins,2968.08,batch,completed,2026-07-20 04:04:59.635415,0
TXN0025,George Mccarty,Brandon Juarez,5142.03,batch,completed,2026-07-07 13:18:13.650519,0
TXN0266,Andrea Jackson,Joan Thomas,1.0,real-time,completed,2026-07-19 15:04:13.763347,0
TXN0256,Antonio Watts,Christopher Baker,4332.1,batch,completed,2026-07-07 19:21:52.748667,0
TXN0923,Daniel Mcknight,Charles Cook,1513.59,batch,completed,2026-07-03 18:22:54.789803,0
TXN0907,Jamie Keller,Jill Ortiz,1.0,batch,completed,2026-07-09 10:39:47.308201,0
TXN0831,Rhonda Barrera,Michael Wiley,4391.85,real-time,completed,2026-07-02 03:09:23.864295,0
TXN0529,Mr. David Lopez,Andrea Livingston,2151.49,batch,completed,2026-07-07 01:24:04.169515,0
VEL0011,Randy Mann,Lisa Whitaker,452.33,real-time,completed,2026-07-20 03:20:00.000000,1
TXN0766,Dr. Andrea Guzman DDS,Michelle Wright,2941.67,real-time,completed,2026-07-22 02:04:00.667164,0
TXN0347,Suzanne Adams,Andrew Garcia,1903.79,batch,completed,2026-07-12 09:58:01.974148,0
TXN0893,Latoya Durham,Christine White,3245.18,batch,completed,2026-07-29 17:52:34.684025,0
TXN0892,Kara Lyons,Amanda Bryan,3968.05,real-time,completed,2026-07-26 20:23:30.408130,0
TXN0405,Annette Woods,Daniel Lane,2840.2,batch,completed,2026-07-01 02:04:45.278569,0
TXN0997,Cassandra Brown,Christine Estes,4047.05,batch,completed,2026-07-03 02:54:10.510314,0
TXN0877,Eric Santiago,Matthew Smith,7274.38,batch,completed,2026-07-22 23:30:27.573466,0
FRD0001,Heather Hoffman,Megan Mckenzie,12475.99,batch,completed,2026-07-01 03:15:00.000000,1
TXN0436,Calvin Douglas,Tiffany Jones,1286.95,batch,completed,2026-07-10 07:49:35.921803,0
DUP0010,Michael Ray,Michael Waters,4590.89,batch,completed,2026-07-10 02:07:20.699871,1
TXN0698,David Parker,Lynn Hill,2950.37,batch,completed,2026-07-09 17:45:05.067749,0
TXN0600,Lisa Delgado,Carolyn Jones,490.09,batch,completed,2026-07-16 07:23:07.017631,0
TXN0134,Keith Rivera,Alexandra Richardson,1597.03,batch,completed,2026-07-29 07:22:48.542936,0
TXN0462,Shelley Gonzalez,Mark Ross DVM,2032.01,batch,completed,2026-07-02 19:52:58.507750,0
TXN0514,Stephanie Brady,Martha Hutchinson,2402.46,batch,completed,2026-07-08 00:39:16.400801,0
TXN0519,Kara Russell,Lauren Mckee,3139.18,batch,completed,2026-07-03 08:08:52.683079,0
TXN0825,Christopher Strong,Jacob Johnson,1658.7,batch,completed,2026-07-21 08:50:33.582821,0
TXN0158,Shawn Michael,Daniel Howard,3357.08,batch,completed,2026-07-21 05:09:43.102516,0
TXN0429,Suzanne Odom,Craig Munoz,1475.47,batch,completed,2026-07-11 23:23:07.191676,0
TXN0042,Christian Lopez,Stephanie Clark,2305.44,batch,completed,2026-07-28 05:23:52.057409,0
TXN0239,Emily Brown,Jennifer Brown,735.35,batch,completed,2026-07-01 11:54:24.704678,0
TXN0558,Leslie Hughes,Mary Richard,1658.81,batch,completed,2026-07-16 00:30:39.321782,0
TXN0829,Holly Cain,Nathan Mason,2414.51,real-time,completed,2026-07-08 18:12:29.228372,0
TXN0244,Kayla Martin,Nathaniel Moore,2735.2,batch,completed,2026-07-12 09:39:53.873255,0
TXN0101,Kenneth Mcpherson,Kaitlin Wallace,3965.72,batch,completed,2026-07-01 09:19:27.353264,0
TXN0316,Karen Juarez,Justin Guerrero,1.0,real-time,completed,2026-07-04 05:58:37.804389,0
TXN0864,Christine Haynes,Lori Morris,2887.92,batch,completed,2026-07-26 13:29:27.714964,0
TXN0731,Amanda Robinson,Jacob Rogers,3697.24,batch,completed,2026-07-02 21:54:48.045697,0
TXN0543,Emily Howard,Mark Bell,2833.49,batch,completed,2026-07-16 17:02:42.696463,0
TXN0699,Sarah Martinez,Joanna Banks,1714.44,batch,completed,2026-07-01 19:56:53.315638,0
TXN0262,Matthew Mills,Mark Alexander,503.19,real-time,completed,2026-07-29 04:01:34.212312,0
TXN0625,Roberto Jordan,Patrick Morgan,46.47,batch,completed,2026-07-24 05:30:12.733157,0
TXN0466,Melissa Curtis,Jeremy Huffman,2169.7,batch,completed,2026-07-12 16:18:52.655340,0
TXN0196,Anthony Jennings,Aaron Willis,3206.31,batch,completed,2026-07-01 22:42:25.108567,0
FRD0020,David Cox,John Solis,12444.85,batch,completed,2026-07-18 02:10:00.000000,1
TXN0180,Lynn Anderson,Alexis Haney,1477.1,batch,completed,2026-07-14 14:48:15.237333,0
WKD0007,Sharon Hughes,Matthew Branch,11803.22,batch,completed,2026-07-12 16:00:00.000000,1
MIS0008,Jamie Haley,Lance Carey,2974.06,batch,completed,2026-07-25 23:03:00.000000,1
TXN0770,David Koch,Brad Miller,1418.84,batch,completed,2026-07-01 17:12:12.115610,0
TXN0785,Amber Brown,Crystal Brown,2206.25,real-time,completed,2026-07-06 11:13:49.659391,0
TXN0481,Brian Cox,Debbie Phelps,124.66,real-time,completed,2026-07-02 03:39:38.324829,0
TXN0613,Michael Rogers,Debra Huang,6365.63,real-time,completed,2026-07-12 07:08:35.254694,0
