transaction_id,sender,receiver,amount,payment_type,status,timestamp,hour,day_of_week,is_weekend,is_late_night,is_large_amount,amount_zscore,payment_type_encoded,anomaly_score,is_anomaly
TXN0185,William Sheppard,Peter Brown,4003.96,batch,completed,2026-07-07 22:46:47.254183,22,1,0,0,0,0.8735863055469876,0,1,False
TXN0186,Joseph Smith,Jennifer Dunn,2636.49,batch,pending,2026-07-13 05:19:31.637006,5,0,0,1,0,-0.03950881323402234,0,1,False
TXN0187,Adam Long,Lorraine Rogers,4157.92,real-time,completed,2026-07-27 12:53:39.289513,12,0,0,0,0,0.9763893831190911,1,1,False
TXN0188,Debra Thompson,Albert Parsons,2493.13,batch,completed,2026-07-06 13:53:09.247516,13,0,0,0,0,-0.13523399640326575,0,1,False
TXN0189,Christina Miles,Terry Richards,3382.45,real-time,completed,2026-07-13 05:37:48.739111,5,0,0,1,0,0.45858798947893087,1,1,False
TXN0190,Lauren Bean,Rachel Stone,2402.65,batch,completed,2026-07-11 17:01:58.093423,17,5,1,0,0,-0.1956498346646578,0,1,False
TXN0191,Alicia Yu,David Flores,4603.09,real-time,completed,2026-07-22 06:43:32.990134,6,2,0,0,0,1.2736409162625912,1,1,False
TXN0192,Jonathon Smith,Jordan Ellis,2663.84,batch,pending,2026-07-04 03:11:27.837361,3,5,1,1,0,-0.021246510222869667,0,1,False
TXN0193,Lauren Thomas,Jason Flores,3506.53,batch,completed,2026-07-14 21:23:28.658122,21,1,0,0,0,0.5414394175456146,0,1,False
TXN0194,Wendy Parker,Wanda Padilla,4356.62,batch,completed,2026-07-28 10:52:58.518376,10,1,0,0,0,1.1090665168783593,0,1,False
TXN0195,Rebecca Foster,Kevin Green,4486.29,batch,completed,2026-07-21 05:49:41.501714,5,1,0,1,0,1.1956505326537208,0,1,False
TXN0196,Anthony Jennings,Aaron Willis,3206.31,batch,completed,2026-07-01 22:42:25.108567,22,2,0,0,0,0.3409747517317869,0,1,False
TXN0197,Hannah Burns,Kathryn Martin,1033.24,batch,pending,2026-07-15 06:07:12.336929,6,2,0,0,0,-1.1100403416665683,0,1,False
TXN0198,Rebecca Hogan,Mary Sloan,4395.72,batch,completed,2026-07-29 02:01:47.449746,2,2,0,1,0,1.1351745990624933,0,1,False
TXN0199,John Coleman,Logan Harrington,2729.12,real-time,completed,2026-07-18 23:55:48.031129,23,5,1,0,0,0.022342635684553594,1,1,False
TXN0200,Michelle Ryan,Elijah Rasmussen,1.0,real-time,completed,2026-07-01 14:46:17.876929,14,2,0,0,0,-1.7992937113277014,1,1,False
TXN0201,Renee Johnston,Matthew Burgess,2509.07,batch,completed,2026-07-22 13:08:48.436532,13,2,0,0,0,-0.1245904457634935,0,1,False
TXN0202,Amy Freeman,Allison Johnson,1568.94,real-time,completed,2026-07-14 15:33:53.849771,15,1,0,0,0,-0.752339583967323,1,1,False
TXN0203,Tracy Jackson,Ryan Kirk,4915.97,batch,completed,2026-07-02 20:32:38.422501,20,3,0,0,0,1.4825589918066269,0,1,False
TXN0204,Mr. Adam Esparza,Deborah Smith,2352.38,batch,completed,2026-07-29 14:19:07.841707,14,2,0,0,0,-0.22921641500727688,0,1,False
TXN0205,Wendy Ruiz,Ryan Robinson DDS,3482.89,batch,completed,2026-07-13 18:25:58.312934,18,0,0,0,0,0.5256543775754629,0,1,False
TXN0206,Sean Jones,Megan Pruitt,3795.19,batch,completed,2026-07-04 17:30:01.447448,17,5,1,0,0,0.7341851721050024,0,1,False
TXN0207,Daniel Fowler,Angel Collins,3864.08,real-time,completed,2026-07-06 16:51:05.561851,16,0,0,0,0,0.7801848084647206,1,1,False
TXN0208,Paul Wang,Mary Ward,1794.9,real-time,completed,2026-07-16 22:35:32.604189,22,3,0,0,0,-0.6014602425267379,1,1,False
TXN0209,Jeffrey Harrison,Justin Strickland,885.82,batch,completed,2026-07-27 14:31:04.374131,14,0,0,0,0,-1.2084764919372846,0,1,False
TXN0210,Dawn Hubbard,Jordan Guerra,1088.76,batch,completed,2026-07-20 02:52:12.334451,2,0,0,1,0,-1.0729682004168726,0,1,False
TXN0211,Allison Hayes,Scott Chapman,1426.44,batch,completed,2026-07-29 13:29:07.946050,13,2,0,0,0,-0.8474905228736932,0,1,False
TXN0212,Kelli Tyler,Matthew Hunter,1.0,real-time,completed,2026-07-29 13:53:44.520149,13,2,0,0,0,-1.7992937113277014,1,1,False
TXN0213,Karen Stone,Maureen Smith,1750.76,batch,completed,2026-07-15 07:09:48.535705,7,2,0,0,0,-0.6309336631816655,0,1,False
TXN0214,Regina Jones,Brandi Wilson,2455.46,batch,completed,2026-07-03 08:06:11.747929,8,4,0,0,0,-0.1603872305689006,0,1,False
TXN0215,Michael Knight,Anthony Smith,2850.01,batch,completed,2026-07-22 23:25:49.424298,23,2,0,0,0,0.10306401817150876,0,1,False
TXN0216,Jennifer Harrell,Anthony Ruiz,2504.99,batch,completed,2026-07-01 15:26:58.224090,15,2,0,0,0,-0.12731476738270772,0,1,False
TXN0217,Jay Bradley,Christina Mooney,1540.36,batch,completed,2026-07-14 01:44:47.150446,1,1,0,1,0,-0.7714231898195621,0,1,False
TXN0218,Dorothy Morris,Ashley Carr,2646.38,batch,completed,2026-07-19 11:27:03.619984,11,6,1,0,0,-0.03290500421097651,0,1,False
TXN0219,Helen Anderson,Doris Leach,3036.54,real-time,completed,2026-07-02 22:53:21.624847,22,3,0,0,0,0.22761492788522936,1,1,False
TXN0220,Joseph Hall,Traci Lopez,2304.11,batch,completed,2026-07-10 08:21:29.850288,8,4,0,0,0,-0.2614475435757715,0,1,False
TXN0221,Jennifer Hooper,Sydney Lloyd DDS,3020.35,batch,completed,2026-07-28 17:48:49.096162,17,1,0,0,0,0.21680444577369157,0,1,False
TXN0222,Jeffrey Guzman,Teresa Washington,3140.81,batch,completed,2026-07-07 01:13:28.411319,1,1,0,1,0,0.2972387061292098,0,1,False
TXN0223,Stephanie West,Evan Williams,3571.37,real-time,completed,2026-07-17 13:47:12.837071,13,4,0,0,0,0.5847347640627304,1,1,False
TXN0224,Tracy Hess,Kathleen Lynch,2666.4,batch,pending,2026-07-10 18:15:11.300030,18,4,0,0,0,-0.01953713195199035,0,1,False
TXN0225,Vanessa Sharp,Tony Smith,5966.97,real-time,completed,2026-07-28 02:01:52.685374,2,1,0,1,1,2.1843388991090475,1,1,False
TXN0226,Derek Wood,Tracy Smith,3243.52,batch,completed,2026-07-04 09:09:22.651415,9,5,1,0,0,0.3658208319893731,0,1,False
TXN0227,Beth Simmons,Danielle Brennan,4796.77,batch,completed,2026-07-09 20:15:21.993735,20,3,0,0,0,1.4029660660688072,0,1,False
TXN0228,Jennifer Hartman,Timothy Parks,549.0,real-time,completed,2026-07-17 16:13:32.656400,16,4,0,0,0,-1.4333799252175905,1,1,False
TXN0229,Kim Owens,Robert Wiggins,5009.77,batch,completed,2026-07-13 07:34:35.858552,7,0,0,0,1,1.5451916800130658,0,1,False
TXN0230,Randy Nelson,Drew Ashley,2692.21,real-time,completed,2026-07-30 00:37:38.823756,0,3,0,1,0,-0.002303126806913814,1,1,False
TXN0231,Jennifer Tucker,David Stafford,7210.03,batch,completed,2026-07-28 18:51:52.658874,18,1,0,0,1,3.014362240280643,0,-1,True
TXN0232,James Green,Gregory Huang,4346.25,real-time,completed,2026-07-28 13:17:25.567214,13,1,0,0,0,1.102142199429524,1,1,False
TXN0233,Sharon Russell,Luis Flores,1674.91,batch,completed,2026-07-06 07:15:01.981596,7,0,0,0,0,-0.6815806717153369,0,1,False
TXN0234,Paul Koch,Jerome Robinson,1497.17,batch,completed,2026-07-30 02:30:37.699533,2,3,0,1,0,-0.8002622708817805,0,1,False
TXN0235,Thomas Watson,Kelly Kim,8222.28,batch,completed,2026-07-23 03:46:30.641814,3,3,0,1,1,3.6902677694594024,0,-1,True
TXN0236,Michael Byrd,Maurice Ellis,4413.68,real-time,completed,2026-07-04 01:00:53.561707,1,5,1,1,0,1.1471669559941313,1,1,False
TXN0237,Sara Hurst,Christopher Hart,4694.15,batch,completed,2026-07-15 16:40:20.567036,16,2,0,0,0,1.334444035538479,0,1,False
TXN0238,Bryan Wheeler,Cynthia Black,4183.2,batch,failed,2026-07-22 08:33:04.230381,8,2,0,0,0,0.9932694935440245,0,1,False
TXN0239,Emily Brown,Jennifer Brown,735.35,batch,completed,2026-07-01 11:54:24.704678,11,2,0,0,0,-1.308949206163541,0,1,False
TXN0240,Joseph Hayes,Annette Miller,3697.15,batch,completed,2026-07-04 02:47:15.913778,2,5,1,1,0,0.6687213261374199,0,1,False
TXN0241,Michael Olson,David Brandt,2855.4,real-time,completed,2026-07-24 00:26:59.499897,0,4,0,1,0,0.10666306070277418,1,1,False
TXN0242,Kellie Hart,Lori Aguilar,465.45,batch,completed,2026-07-30 09:00:55.200085,9,3,0,0,0,-1.4891684230816413,0,1,False
TXN0243,Susan Abbott,Sharon Moore,1996.69,batch,completed,2026-07-20 16:26:54.345168,16,0,0,0,0,-0.46671983577644727,0,1,False
TXN0244,Kayla Martin,Nathaniel Moore,2735.2,batch,completed,2026-07-12 09:39:53.873255,9,6,1,0,0,0.026402409077892004,0,1,False
TXN0245,Ryan Morrison,Christopher Hamilton,2495.8,batch,completed,2026-07-21 09:02:05.206587,9,1,0,0,0,-0.1334511682848095,0,1,False
TXN0246,Cheryl Nelson,Daniel Santana,526.41,real-time,completed,2026-07-09 12:07:08.106158,12,3,0,0,0,-1.4484638530063267,1,1,False
TXN0247,Kristy Torres,Steven Baxter,1965.43,batch,completed,2026-07-02 15:45:02.641521,15,3,0,0,0,-0.4875929470060131,0,1,False
TXN0248,Richard Anderson,Monica Burke,2663.76,real-time,failed,2026-07-23 16:35:13.658108,16,3,0,0,0,-0.021299928293834598,1,1,False
TXN0249,Joel Hudson,Zachary Prince,4491.74,real-time,completed,2026-07-15 08:21:51.644464,8,2,0,0,0,1.19928963873821,1,1,False
TXN0250,Nicholas Hancock,Kelly Rice,2923.58,batch,completed,2026-07-02 08:48:02.113527,8,3,0,0,0,0.15218861168267803,0,1,False
TXN0251,Amanda Perry,Joe Warren,3661.26,batch,pending,2026-07-15 17:05:39.983619,17,2,0,0,0,0.644756644050756,0,1,False
TXN0252,Suzanne Martin,George Walters,3435.37,batch,completed,2026-07-23 02:47:03.194178,2,3,0,1,0,0.493924043422265,0,1,False
TXN0253,Michelle Curtis,Marc King,5782.69,batch,completed,2026-07-01 08:54:10.807667,8,2,0,0,1,2.0612903726412166,0,1,False
TXN0254,Laura Franklin,Jon Sanders,738.47,batch,completed,2026-07-11 18:36:40.689224,18,5,1,0,0,-1.3068659013959067,0,1,False
TXN0255,Jared Thompson,Judy Bates,1082.05,batch,completed,2026-07-27 19:35:28.627949,19,0,0,0,0,-1.0774486411190602,0,1,False
TXN0256,Antonio Watts,Christopher Baker,4332.1,batch,completed,2026-07-07 19:21:52.748667,19,1,0,0,0,1.0926938781275932,0,1,False
TXN0257,William Martinez,Erica Hogan,2434.17,batch,completed,2026-07-27 12:13:22.576387,12,0,0,0,0,-0.1746031147044558,0,1,False
TXN0258,Kelly Roberts,Holly Gonzalez,4357.6,real-time,completed,2026-07-20 11:31:51.727306,11,0,0,0,0,1.1097208882476806,1,1,False
TXN0259,Grant Brown,Tracy Wilson,3254.02,batch,completed,2026-07-17 03:55:23.233866,3,4,0,1,0,0.3728319538035267,0,1,False
TXN0260,Joy West,Jessica Price,4422.51,real-time,completed,2026-07-04 04:45:42.139804,4,5,1,1,0,1.1530629755768909,1,1,False
TXN0261,Keith Love,Micheal Gibson,75.79,real-time,completed,2026-07-28 12:48:37.875303,12,1,0,0,0,-1.749354492234316,1,1,False
TXN0262,Matthew Mills,Mark Alexander,503.19,real-time,completed,2026-07-29 04:01:34.212312,4,2,0,1,0,-1.463968448103912,1,1,False
TXN0263,Jerry Fox,Linda Keller,1515.74,batch,completed,2026-07-29 23:13:41.439383,23,2,0,0,0,-0.7878626011590346,0,1,False
TXN0264,Angela Robinson,Michael Roberts,1.0,real-time,completed,2026-07-25 03:35:00.465253,3,5,1,1,0,-1.7992937113277014,1,1,False
TXN0265,Lucas Patel,Steven Lang,3781.29,batch,completed,2026-07-25 19:32:08.215535,19,5,1,0,0,0.7249037822748372,0,1,False
TXN0266,Andrea Jackson,Joan Thomas,1.0,real-time,completed,2026-07-19 15:04:13.763347,15,6,1,0,0,-1.7992937113277014,1,1,False
TXN0267,Yvette Mitchell,Darius Chandler,5604.02,real-time,completed,2026-07-17 04:48:24.165053,4,4,0,1,1,1.9419877883998056,1,1,False
TXN0268,Mark Ramos,Gloria Mitchell,2175.2,batch,completed,2026-07-05 01:23:43.299196,1,6,1,1,0,-0.34752408767696585,0,1,False
TXN0269,James Mckenzie,Edward Shaw,3745.87,real-time,completed,2026-07-14 03:47:20.768920,3,1,0,1,0,0.7012529313550924,1,1,False
TXN0270,Matthew Walls,Shawn Edwards,883.47,batch,completed,2026-07-24 15:05:39.448921,15,4,0,0,0,-1.210045647771881,0,1,False
TXN0271,Stephanie Thomas,Stephen Hill,3621.71,real-time,completed,2026-07-04 08:28:47.030112,8,5,1,0,0,0.618348085217444,1,1,False
TXN0272,Michele Miller,Raymond Richardson,3511.34,batch,completed,2026-07-07 17:33:35.271483,17,1,0,0,0,0.544651179062384,0,1,False
TXN0273,Robert May,Corey Nixon,4158.61,real-time,completed,2026-07-07 04:14:03.137945,4,1,0,1,0,0.9768501139811637,1,1,False
TXN0274,Amy Moore,Kevin Thompson,922.53,batch,completed,2026-07-25 01:51:57.847967,1,5,1,1,0,-1.1839642746232297,0,1,False
TXN0275,Melissa Phillips,Douglas Montgomery,1673.15,real-time,completed,2026-07-04 06:01:39.169048,6,5,1,0,0,-0.6827558692765664,1,1,False
TXN0276,Erica Ramirez DDS,Thomas Martinez,1406.29,batch,completed,2026-07-20 18:39:11.764447,18,0,0,0,0,-0.8609451994979975,0,1,False
TXN0277,Michael Blair,Misty Hernandez,2894.97,batch,completed,2026-07-30 11:26:16.185646,11,3,0,0,0,0.13308497405382708,0,1,False
TXN0278,Paul Thomas,William Wilson,336.42,batch,completed,2026-07-05 10:52:40.675005,10,6,1,0,0,-1.5753250942892827,0,1,False
TXN0279,Grant Riggs,Debbie Russo,5248.76,batch,completed,2026-07-01 02:33:40.757153,2,2,0,1,1,1.7047714897620718,0,1,False
TXN0280,Patrick Campbell,Daniel Smith,1777.07,batch,completed,2026-07-02 08:30:50.393025,8,3,0,0,0,-0.6133657950930579,0,1,False
TXN0281,Carrie Ruiz,Jared Roberts,4582.71,batch,completed,2026-07-12 17:45:02.629181,17,6,1,0,0,1.2600326626842626,0,1,False
TXN0282,Karen Glover,David Bender,2194.1,batch,completed,2026-07-18 18:07:26.056275,18,5,1,0,0,-0.33490406841148934,0,1,False
TXN0283,Mr. Jared Pratt,Anita Long,215.03,batch,completed,2026-07-02 02:16:56.561689,2,3,0,1,0,-1.6563803397197687,0,1,False
TXN0284,Kevin Howard,Karen Garner,79.85,batch,completed,2026-07-14 03:28:30.581912,3,1,0,1,0,-1.7466435251328434,0,1,False
TXN0285,Robert Jennings,Judy Chen,2538.8,real-time,completed,2026-07-25 23:38:56.357007,23,5,1,0,0,-0.1047389551411329,1,1,False
TXN0286,Bridget Johnson,Joshua Bird,3586.62,batch,completed,2026-07-25 18:17:36.468185,18,5,1,0,0,0.5949175838404297,0,1,False
TXN0287,Jose Alexander,David Webb,2677.51,batch,completed,2026-07-26 10:20:22.841617,10,6,1,0,0,-0.012118697346728711,0,1,False
TXN0288,Denise Rivera,Terrance Soto,3044.81,batch,completed,2026-07-15 17:27:14.671543,17,2,0,0,0,0.23313702097123412,0,1,False
TXN0289,Gregg Navarro,Kenneth Riddle,3400.79,real-time,completed,2026-07-30 05:13:53.280360,5,3,0,1,0,0.47083408224765255,1,1,False
TXN0290,Cassandra Carlson,Sharon King,3278.27,batch,failed,2026-07-10 03:46:40.363979,3,4,0,1,0,0.38902430656478615,0,1,False
TXN0291,Michael Smith,Paul Lopez,467.16,batch,completed,2026-07-08 14:30:58.457471,14,2,0,0,0,-1.488026611814765,0,1,False
TXN0292,Destiny Lee,Amanda Kennedy,5412.56,batch,completed,2026-07-08 21:11:27.732634,21,2,0,0,1,1.814144990062868,0,1,False
TXN0293,Henry Kim,Trevor Brown,2837.55,real-time,completed,2026-07-28 05:39:44.152639,5,1,0,1,0,0.09474415361871315,1,1,False
TXN0294,William Doyle,Brandon Bryant,290.94,batch,completed,2026-07-12 12:01:17.522491,12,6,1,0,0,-1.6056932676328737,0,1,False
TXN0295,Christina Berger,Thomas Williams,3110.83,batch,completed,2026-07-12 18:54:12.065456,18,6,1,0,0,0.2772202840350836,0,1,False
TXN0296,Tammy Williams,Mathew Ward,4447.67,batch,completed,2026-07-22 03:27:35.908841,3,2,0,1,0,1.1698629588953768,0,1,False
TXN0297,Emily Bennett,Briana Martinez,4330.13,real-time,completed,2026-07-26 09:08:01.020386,9,6,1,0,0,1.0913784581300805,1,1,False
TXN0298,Julie Herrera,Paula Cooper,2379.2,real-time,completed,2026-07-20 11:20:09.481019,11,0,0,0,0,-0.21130800671626765,1,1,False
TXN0299,Michael Townsend,Jeffrey Ruiz MD,421.14,real-time,completed,2026-07-03 04:31:01.537213,4,4,0,1,0,-1.5187553571373693,1,1,False
TXN0300,Stacey Mcdaniel,Patty Lopez,1541.02,batch,completed,2026-07-24 21:02:08.275684,21,4,0,0,0,-0.7709824907341011,0,1,False
TXN0301,Philip Smith,Amanda Patrick,2313.19,batch,completed,2026-07-10 10:29:12.779674,10,4,0,0,0,-0.25538459252124635,0,1,False
TXN0302,Scott Howard,John Black,2506.38,real-time,completed,2026-07-21 08:27:13.841594,8,1,0,0,0,-0.12638662839969098,1,1,False
TXN0303,John Willis,David Williams,1.0,batch,completed,2026-07-25 14:52:08.434710,14,5,1,0,0,-1.7992937113277014,0,1,False
TXN0304,Justin Brown,Joseph Davis,2523.26,real-time,completed,2026-07-12 04:21:53.453326,4,6,1,1,0,-0.11511541542608018,1,1,False
TXN0305,Sheila Martinez,Tiffany Spencer,853.72,batch,completed,2026-07-09 13:38:55.369203,13,3,0,0,0,-1.2299104929119828,0,1,False
TXN0306,Adam Smith,Brent Wilson,2997.51,batch,completed,2026-07-08 16:35:47.088038,16,2,0,0,0,0.20155358651319008,0,1,False
TXN0307,Amanda Ramos,Bryan Hughes,2013.88,real-time,completed,2026-07-05 20:13:03.351946,20,6,1,0,0,-0.4552416277778472,1,1,False
TXN0308,Kyle Cummings,Kevin Johns,3028.01,batch,completed,2026-07-10 09:11:41.012152,9,4,0,0,0,0.22191922606858858,0,1,False
TXN0309,Rachel White,Kevin Ramos,2943.71,batch,completed,2026-07-26 04:22:34.887172,4,6,1,1,0,0.1656299337892411,0,1,False
TXN0310,Sarah Wu,Mark Hodge,2516.36,batch,completed,2026-07-14 08:43:03.131003,8,1,0,0,0,-0.11972272404680974,0,1,False
TXN0311,Donald Cross,Daniel Salazar,2997.81,batch,completed,2026-07-05 19:17:32.458307,19,6,1,0,0,0.20175390427930856,0,1,False
TXN0312,Stacey Anderson,Bradley Bryant,641.42,real-time,completed,2026-07-11 05:46:54.075155,5,5,1,1,0,-1.3716686987352977,1,1,False
TXN0313,Caitlyn Taylor,Gregg Doyle,1929.25,batch,completed,2026-07-24 20:02:15.922119,20,4,0,0,0,-0.5117512695999252,0,1,False
TXN0314,Anthony Garcia,Timothy Steele,4225.73,real-time,completed,2026-07-09 11:16:45.096022,11,3,0,0,0,1.0216678755207818,1,1,False
TXN0315,Kristin Rogers,Lisa Leblanc,3217.7,real-time,completed,2026-07-25 11:49:00.461769,11,5,1,0,0,0.34858014958542577,1,1,False
TXN0316,Karen Juarez,Justin Guerrero,1.0,real-time,completed,2026-07-04 05:58:37.804389,5,5,1,1,0,-1.7992937113277014,1,1,False
TXN0317,Jennifer Rice,Colleen Arnold,1167.72,real-time,completed,2026-07-05 03:57:18.625715,3,6,1,1,0,-1.0202445643744376,1,1,False
TXN0318,Kevin Avila,Paul Gonzales,1761.83,real-time,completed,2026-07-06 22:11:54.288420,22,0,0,0,0,-0.6235419376118865,1,1,False
TXN0319,Michelle Haley,Roberta Wright,2885.07,real-time,completed,2026-07-23 20:51:31.077289,20,3,0,0,0,0.12647448777191106,1,1,False
TXN0320,Jimmy Branch,Michael Allen,4476.86,batch,completed,2026-07-10 13:50:16.255361,13,4,0,0,0,1.1893538775387236,0,1,False
TXN0321,Patrick Hines,Craig Jenkins,2335.03,real-time,completed,2026-07-05 03:26:10.251947,3,6,1,1,0,-0.2408014591478068,1,1,False
TXN0322,Christopher Brown,Molly Smith,3820.07,real-time,completed,2026-07-06 07:32:50.827925,7,0,0,0,0,0.7507981921751112,1,1,False
TXN0323,Brett Collier,Taylor Miller,3172.19,batch,completed,2026-07-09 09:47:36.145403,9,3,0,0,0,0.31819194446522314,0,1,False
TXN0324,Helen Vega,William Wilson,2793.35,batch,completed,2026-07-15 01:27:50.784003,1,2,0,1,0,0.06523066941056169,0,1,False
TXN0325,Jeffrey Carlson,Pamela Perez,2675.46,batch,completed,2026-07-09 16:21:02.676950,16,3,0,0,0,-0.013487535415206437,0,1,False
TXN0326,Tammy Smith,Joseph Peters,4051.57,real-time,completed,2026-07-03 07:49:40.154731,7,4,0,0,0,0.9053767350300213,1,1,False
TXN0327,Tyler Fisher,Jennifer Foster,4186.12,batch,completed,2026-07-14 13:34:21.602030,13,1,0,0,0,0.9952192531342463,0,1,False
TXN0328,Michelle Drake,Shawn Gray,5772.12,batch,completed,2026-07-02 13:54:16.411295,13,3,0,0,1,2.0542325100149688,0,1,False
TXN0329,Anna Williams,Nathan Hammond,4176.63,real-time,completed,2026-07-18 22:51:42.330585,22,5,1,0,0,0.9888825344660257,1,1,False
TXN0330,Dennis Gray,Rachel Hunt,2895.05,batch,completed,2026-07-08 04:48:25.768922,4,2,0,1,0,0.1331383921247923,0,1,False
TXN0331,Paul Curry,John Butler,1887.31,real-time,completed,2026-07-18 19:53:37.771173,19,5,1,0,0,-0.5397556933033159,1,1,False
TXN0332,David Oconnor,Cody Branch,1.0,batch,completed,2026-07-14 05:59:35.008160,5,1,0,1,0,-1.7992937113277014,0,1,False
TXN0333,Kayla Davis,Amy Allen,1045.94,batch,completed,2026-07-01 04:09:10.575658,4,2,0,1,0,-1.1015602229008779,0,1,False
TXN0334,Monica Cole,Lindsey Mathews,2100.43,batch,completed,2026-07-09 12:46:39.331878,12,3,0,0,0,-0.39744995225261,0,1,False
TXN0335,Nicole Horton,Debra Miller,794.14,batch,completed,2026-07-18 02:18:52.170585,2,5,1,1,0,-1.2696936012631515,0,1,False
TXN0336,Tara Wilson,Alvin Solomon,2893.38,real-time,failed,2026-07-16 07:42:18.101876,7,3,0,0,0,0.1320232898933983,1,1,False
TXN0337,Benjamin Charles,Sarah Nguyen,1264.77,batch,completed,2026-07-26 11:54:26.753615,11,6,1,0,0,-0.9554417670350466,0,1,False
TXN0338,Michele Lee,James Kelley,5102.56,batch,pending,2026-07-03 09:24:40.313981,9,4,0,0,1,1.6071499650735714,0,1,False
TXN0339,Jose Hall,Bryan Shah,1162.64,real-time,completed,2026-07-15 23:49:19.507204,23,2,0,0,0,-1.0236366118807136,1,1,False
TXN0340,Sara Beard,Isabel Griffith,4320.05,batch,completed,2026-07-29 14:56:16.448045,14,2,0,0,0,1.0846477811884931,0,1,False
TXN0341,Dana Bryant,Brandi Bell,3694.63,real-time,completed,2026-07-29 16:15:30.613288,16,2,0,0,0,0.667038656902023,1,1,False
TXN0342,Audrey Hill,Jessica Marsh,4652.76,batch,completed,2026-07-30 01:00:06.345430,1,3,0,1,0,1.306806861072973,0,1,False
TXN0343,Alex Bennett,Dennis Williams,3353.81,batch,completed,2026-07-16 18:48:26.885642,18,3,0,0,0,0.4394643200734682,0,1,False
TXN0344,Brenda Tucker,Aaron Moore,4017.48,batch,completed,2026-07-05 08:12:21.947102,8,6,1,0,0,0.8826139595400692,0,1,False
TXN0345,Richard Shaw,Brittany Schwartz,600.64,real-time,completed,2026-07-15 09:51:28.577085,9,2,0,0,0,-1.3988985604096962,1,1,False
TXN0346,Sharon Jackson,David Leach,2160.11,batch,completed,2026-07-16 12:24:13.913757,12,3,0,0,0,-0.35760007131273497,0,1,False
TXN0347,Suzanne Adams,Andrew Garcia,1903.79,batch,completed,2026-07-12 09:58:01.974148,9,6,1,0,0,-0.52875157068453,0,1,False
TXN0348,Dawn Mcguire,Robert Smith,1.0,batch,completed,2026-07-25 12:15:41.867296,12,5,1,0,0,-1.7992937113277014,0,1,False
TXN0349,Mrs. Lori Reed,Cheryl Osborne,3682.65,batch,completed,2026-07-13 17:20:27.418450,17,0,0,0,0,0.6590393007750174,0,1,False
TXN0350,Jeffrey Howe,Elizabeth Smith,2101.33,batch,completed,2026-07-10 23:54:43.284494,23,4,0,0,0,-0.3968489989542539,0,1,False
TXN0351,Andrea Flores,Jessica Morris,5292.39,batch,completed,2026-07-02 16:58:23.381199,16,3,0,0,1,1.7339043702145978,0,1,False
TXN0352,Stephanie Price,Russell Miranda,509.12,real-time,completed,2026-07-04 05:38:14.543858,5,5,1,1,0,-1.460008833593633,1,1,False
TXN0353,Jillian Wright,Linda Nelson,2228.54,batch,completed,2026-07-19 01:51:37.011444,1,6,1,1,0,-0.31190758886106557,0,1,False
TXN0354,Martha Ewing,Bruce Terry,6032.4,batch,pending,2026-07-27 19:45:59.190574,19,0,0,0,1,2.22802820389953,0,1,False
TXN0355,Teresa Day,Taylor Smith,1414.63,real-time,completed,2026-07-03 18:15:03.656299,18,4,0,0,0,-0.8553763655998983,1,1,False
TXN0356,Andrew Jones,David Valdez,1634.58,real-time,completed,2026-07-30 07:34:55.534068,7,3,0,0,0,-0.7085100567405573,1,1,False
TXN0357,Veronica Pena,Michael Wiggins,1079.94,batch,completed,2026-07-13 06:48:52.394809,6,0,0,0,0,-1.0788575427407614,0,1,False
TXN0358,Micheal Galloway,Mrs. Yolanda Erickson,4529.09,batch,completed,2026-07-17 13:12:14.729867,13,4,0,0,0,1.224229200619985,0,1,False
TXN0359,Lisa Brown,Albert Ramirez,1207.09,real-time,failed,2026-07-03 17:55:36.101163,17,4,0,0,0,-0.993956196200797,1,1,False
TXN0360,Anthony Lewis,Angela Hernandez,1070.09,batch,completed,2026-07-05 10:24:54.923892,10,6,1,0,0,-1.0854346427283246,0,1,False
TXN0361,Leah Gomez,Loretta Mcdowell,3322.23,batch,completed,2026-07-18 19:41:38.486248,19,5,1,0,0,0.4183775365600425,0,1,False
TXN0362,Brenda Owens,William Henderson,5186.75,batch,completed,2026-07-13 11:46:49.466034,11,0,0,0,1,1.6633658075053417,0,1,False
TXN0363,Tiffany Boyd,Allison Davis,3052.26,real-time,completed,2026-07-27 06:05:07.273863,6,0,0,0,0,0.23811157882984804,1,1,False
TXN0364,Stephanie Zavala,Maria Vaughn,2741.8,batch,completed,2026-07-20 01:15:35.807510,1,0,0,1,0,0.030809399932503072,0,1,False
TXN0365,John White,Elizabeth Owen,878.65,real-time,completed,2026-07-10 15:13:38.558388,15,4,0,0,0,-1.213264086547521,1,1,False
TXN0366,Mary Brown,John Stark,3021.87,real-time,completed,2026-07-27 13:08:24.634426,13,0,0,0,0,0.21781938912202617,1,1,False
TXN0367,Shelby Ross,Calvin Wright,4789.13,real-time,failed,2026-07-05 09:27:43.932308,9,6,1,0,0,1.3978646402916515,1,1,False
TXN0368,Jacqueline Chavez,James Brown,3203.66,batch,completed,2026-07-08 16:47:08.346357,16,2,0,0,0,0.3392052781310719,0,1,False
TXN0369,Daniel Thomas,Anita Holland DDS,1597.77,batch,completed,2026-07-18 09:35:17.123013,9,5,1,0,0,-0.7330890466433185,0,1,False
